"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","363","verify that update list successfully","Setel Regression Suite","Wed Oct 30 18:10:07 GMT 2024","failed","Wed Oct 30 18:10:07 GMT 2024","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","update_list_successfully"
"","879","verify that delete space successfully","Setel Regression Suite","Wed Oct 30 18:10:07 GMT 2024","passed","Wed Oct 30 18:10:08 GMT 2024","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","delete_space_successfully"
"","3221","verify that create space successfully","Setel Regression Suite","Wed Oct 30 18:10:04 GMT 2024","passed","Wed Oct 30 18:10:07 GMT 2024","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","create_space_successfully"
"","2066","verify that create list successfully","Setel Regression Suite","Wed Oct 30 18:10:04 GMT 2024","failed","Wed Oct 30 18:10:06 GMT 2024","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","create_list_successfully"
"","394","verify that get list successfully","Setel Regression Suite","Wed Oct 30 18:10:06 GMT 2024","failed","Wed Oct 30 18:10:07 GMT 2024","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","get_list_successfully"
"","1864","get folder successfully","Setel Regression Suite","Wed Oct 30 18:10:07 GMT 2024","passed","Wed Oct 30 18:10:08 GMT 2024","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","get_folder_successfully"
"","2567","verify that delete folder successfully","Setel Regression Suite","Wed Oct 30 18:10:04 GMT 2024","passed","Wed Oct 30 18:10:07 GMT 2024","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","delete_folder_successfully"
"","2088","verify that update space successfully","Setel Regression Suite","Wed Oct 30 18:10:09 GMT 2024","passed","Wed Oct 30 18:10:11 GMT 2024","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","update_space_successfully"
"","420","verify that delete list successfully","Setel Regression Suite","Wed Oct 30 18:10:06 GMT 2024","failed","Wed Oct 30 18:10:06 GMT 2024","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","delete_list_successfully"
"","1227","verify that get space successfully","Setel Regression Suite","Wed Oct 30 18:10:08 GMT 2024","passed","Wed Oct 30 18:10:09 GMT 2024","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","get_space_successfully"
