"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1385","verify that update space successfully","Setel Regression Suite","Wed Dec 25 18:09:26 GMT 2024","passed","Wed Dec 25 18:09:27 GMT 2024","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","update_space_successfully"
"","2915","verify that create space successfully","Setel Regression Suite","Wed Dec 25 18:09:21 GMT 2024","passed","Wed Dec 25 18:09:24 GMT 2024","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","create_space_successfully"
"","312","verify that get list successfully","Setel Regression Suite","Wed Dec 25 18:09:23 GMT 2024","failed","Wed Dec 25 18:09:24 GMT 2024","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","get_list_successfully"
"","302","verify that delete list successfully","Setel Regression Suite","Wed Dec 25 18:09:23 GMT 2024","failed","Wed Dec 25 18:09:23 GMT 2024","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","delete_list_successfully"
"","1330","get folder successfully","Setel Regression Suite","Wed Dec 25 18:09:23 GMT 2024","passed","Wed Dec 25 18:09:25 GMT 2024","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","get_folder_successfully"
"","1389","verify that get space successfully","Setel Regression Suite","Wed Dec 25 18:09:25 GMT 2024","passed","Wed Dec 25 18:09:26 GMT 2024","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","get_space_successfully"
"","1981","verify that create list successfully","Setel Regression Suite","Wed Dec 25 18:09:21 GMT 2024","failed","Wed Dec 25 18:09:23 GMT 2024","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","create_list_successfully"
"","849","verify that delete space successfully","Setel Regression Suite","Wed Dec 25 18:09:24 GMT 2024","passed","Wed Dec 25 18:09:25 GMT 2024","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","delete_space_successfully"
"","305","verify that update list successfully","Setel Regression Suite","Wed Dec 25 18:09:24 GMT 2024","failed","Wed Dec 25 18:09:24 GMT 2024","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","update_list_successfully"
"","2475","verify that delete folder successfully","Setel Regression Suite","Wed Dec 25 18:09:21 GMT 2024","passed","Wed Dec 25 18:09:23 GMT 2024","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","delete_folder_successfully"
