"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Dec 31 18:00:58 GMT 2023","Sun Dec 31 18:01:02 GMT 2023","3334","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","create_space_successfully","verify that create space successfully",""
"passed","Sun Dec 31 18:00:58 GMT 2023","Sun Dec 31 18:01:01 GMT 2023","2625","Setel Regression Suite","Setel Admin test on chrome","api.tests.FolderTests","api.tests.FolderTests","delete_folder_successfully","verify that delete folder successfully",""
"failed","Sun Dec 31 18:01:01 GMT 2023","Sun Dec 31 18:01:02 GMT 2023","412","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","update_list_successfully","verify that update list successfully",""
"failed","Sun Dec 31 18:01:00 GMT 2023","Sun Dec 31 18:01:01 GMT 2023","462","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","delete_list_successfully","verify that delete list successfully",""
"failed","Sun Dec 31 18:00:58 GMT 2023","Sun Dec 31 18:01:00 GMT 2023","2000","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","create_list_successfully","verify that create list successfully",""
"passed","Sun Dec 31 18:01:04 GMT 2023","Sun Dec 31 18:01:06 GMT 2023","1880","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","update_space_successfully","verify that update space successfully",""
"failed","Sun Dec 31 18:01:01 GMT 2023","Sun Dec 31 18:01:01 GMT 2023","415","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","get_list_successfully","verify that get list successfully",""
"passed","Sun Dec 31 18:01:02 GMT 2023","Sun Dec 31 18:01:03 GMT 2023","1021","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","delete_space_successfully","verify that delete space successfully",""
"passed","Sun Dec 31 18:01:03 GMT 2023","Sun Dec 31 18:01:04 GMT 2023","1550","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","get_space_successfully","verify that get space successfully",""
"passed","Sun Dec 31 18:01:01 GMT 2023","Sun Dec 31 18:01:03 GMT 2023","1688","Setel Regression Suite","Setel Admin test on chrome","api.tests.FolderTests","api.tests.FolderTests","get_folder_successfully","get folder successfully",""
