"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1882","get folder successfully","Setel Regression Suite","Fri Feb 21 18:10:16 GMT 2025","passed","Fri Feb 21 18:10:18 GMT 2025","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","get_folder_successfully"
"","422","verify that delete list successfully","Setel Regression Suite","Fri Feb 21 18:10:15 GMT 2025","failed","Fri Feb 21 18:10:16 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","delete_list_successfully"
"","373","verify that update list successfully","Setel Regression Suite","Fri Feb 21 18:10:16 GMT 2025","failed","Fri Feb 21 18:10:17 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","update_list_successfully"
"","447","verify that get list successfully","Setel Regression Suite","Fri Feb 21 18:10:16 GMT 2025","failed","Fri Feb 21 18:10:16 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","get_list_successfully"
"","3233","verify that delete folder successfully","Setel Regression Suite","Fri Feb 21 18:10:13 GMT 2025","passed","Fri Feb 21 18:10:16 GMT 2025","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","delete_folder_successfully"
"","1524","verify that get space successfully","Setel Regression Suite","Fri Feb 21 18:10:17 GMT 2025","passed","Fri Feb 21 18:10:19 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","get_space_successfully"
"","2322","verify that update space successfully","Setel Regression Suite","Fri Feb 21 18:10:19 GMT 2025","passed","Fri Feb 21 18:10:21 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","update_space_successfully"
"","959","verify that delete space successfully","Setel Regression Suite","Fri Feb 21 18:10:17 GMT 2025","passed","Fri Feb 21 18:10:17 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","delete_space_successfully"
"","2275","verify that create list successfully","Setel Regression Suite","Fri Feb 21 18:10:13 GMT 2025","failed","Fri Feb 21 18:10:15 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","create_list_successfully"
"","3433","verify that create space successfully","Setel Regression Suite","Fri Feb 21 18:10:13 GMT 2025","passed","Fri Feb 21 18:10:17 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","create_space_successfully"
