"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Aug 28 18:01:17 GMT 2023","Mon Aug 28 18:01:19 GMT 2023","2487","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","create_list_successfully","verify that create list successfully",""
"failed","Mon Aug 28 18:01:20 GMT 2023","Mon Aug 28 18:01:20 GMT 2023","339","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","update_list_successfully","verify that update list successfully",""
"passed","Mon Aug 28 18:01:20 GMT 2023","Mon Aug 28 18:01:22 GMT 2023","1309","Setel Regression Suite","Setel Admin test on chrome","api.tests.FolderTests","api.tests.FolderTests","get_folder_successfully","get folder successfully",""
"passed","Mon Aug 28 18:01:20 GMT 2023","Mon Aug 28 18:01:21 GMT 2023","749","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","delete_space_successfully","verify that delete space successfully",""
"passed","Mon Aug 28 18:01:21 GMT 2023","Mon Aug 28 18:01:22 GMT 2023","987","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","get_space_successfully","verify that get space successfully",""
"passed","Mon Aug 28 18:01:17 GMT 2023","Mon Aug 28 18:01:20 GMT 2023","3450","Setel Regression Suite","Setel Admin test on chrome","api.tests.FolderTests","api.tests.FolderTests","delete_folder_successfully","verify that delete folder successfully",""
"passed","Mon Aug 28 18:01:22 GMT 2023","Mon Aug 28 18:01:24 GMT 2023","1868","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","update_space_successfully","verify that update space successfully",""
"passed","Mon Aug 28 18:01:17 GMT 2023","Mon Aug 28 18:01:20 GMT 2023","3436","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","create_space_successfully","verify that create space successfully",""
"failed","Mon Aug 28 18:01:19 GMT 2023","Mon Aug 28 18:01:20 GMT 2023","297","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","delete_list_successfully","verify that delete list successfully",""
"failed","Mon Aug 28 18:01:20 GMT 2023","Mon Aug 28 18:01:20 GMT 2023","285","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","get_list_successfully","verify that get list successfully",""
