"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","360","verify that get list successfully","Setel Regression Suite","Wed Feb 19 18:10:26 GMT 2025","failed","Wed Feb 19 18:10:27 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","get_list_successfully"
"","2100","verify that create list successfully","Setel Regression Suite","Wed Feb 19 18:10:24 GMT 2025","failed","Wed Feb 19 18:10:26 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","create_list_successfully"
"","3223","verify that create space successfully","Setel Regression Suite","Wed Feb 19 18:10:24 GMT 2025","passed","Wed Feb 19 18:10:27 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","create_space_successfully"
"","2327","get folder successfully","Setel Regression Suite","Wed Feb 19 18:10:26 GMT 2025","passed","Wed Feb 19 18:10:29 GMT 2025","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","get_folder_successfully"
"","1416","verify that get space successfully","Setel Regression Suite","Wed Feb 19 18:10:28 GMT 2025","passed","Wed Feb 19 18:10:29 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","get_space_successfully"
"","583","verify that delete list successfully","Setel Regression Suite","Wed Feb 19 18:10:26 GMT 2025","failed","Wed Feb 19 18:10:26 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","delete_list_successfully"
"","343","verify that update list successfully","Setel Regression Suite","Wed Feb 19 18:10:27 GMT 2025","failed","Wed Feb 19 18:10:27 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","update_list_successfully"
"","976","verify that delete space successfully","Setel Regression Suite","Wed Feb 19 18:10:27 GMT 2025","passed","Wed Feb 19 18:10:28 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","delete_space_successfully"
"","2688","verify that delete folder successfully","Setel Regression Suite","Wed Feb 19 18:10:24 GMT 2025","passed","Wed Feb 19 18:10:26 GMT 2025","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","delete_folder_successfully"
"","1686","verify that update space successfully","Setel Regression Suite","Wed Feb 19 18:10:29 GMT 2025","passed","Wed Feb 19 18:10:31 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","update_space_successfully"
