"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","371","verify that get list successfully","Setel Regression Suite","Fri Apr 04 18:10:43 GMT 2025","failed","Fri Apr 04 18:10:44 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","get_list_successfully"
"","2126","verify that create list successfully","Setel Regression Suite","Fri Apr 04 18:10:41 GMT 2025","failed","Fri Apr 04 18:10:43 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","create_list_successfully"
"","335","verify that update list successfully","Setel Regression Suite","Fri Apr 04 18:10:44 GMT 2025","failed","Fri Apr 04 18:10:44 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","update_list_successfully"
"","3472","verify that create space successfully","Setel Regression Suite","Fri Apr 04 18:10:41 GMT 2025","passed","Fri Apr 04 18:10:44 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","create_space_successfully"
"","1463","verify that get space successfully","Setel Regression Suite","Fri Apr 04 18:10:45 GMT 2025","passed","Fri Apr 04 18:10:47 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","get_space_successfully"
"","382","verify that delete list successfully","Setel Regression Suite","Fri Apr 04 18:10:43 GMT 2025","failed","Fri Apr 04 18:10:43 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","delete_list_successfully"
"","2772","verify that delete folder successfully","Setel Regression Suite","Fri Apr 04 18:10:41 GMT 2025","passed","Fri Apr 04 18:10:44 GMT 2025","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","delete_folder_successfully"
"","2069","get folder successfully","Setel Regression Suite","Fri Apr 04 18:10:44 GMT 2025","passed","Fri Apr 04 18:10:46 GMT 2025","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","get_folder_successfully"
"","992","verify that delete space successfully","Setel Regression Suite","Fri Apr 04 18:10:44 GMT 2025","passed","Fri Apr 04 18:10:45 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","delete_space_successfully"
"","1919","verify that update space successfully","Setel Regression Suite","Fri Apr 04 18:10:47 GMT 2025","passed","Fri Apr 04 18:10:49 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","update_space_successfully"
