"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1399","verify that get space successfully","Setel Regression Suite","Wed Apr 09 18:11:23 GMT 2025","passed","Wed Apr 09 18:11:24 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","get_space_successfully"
"","303","verify that get list successfully","Setel Regression Suite","Wed Apr 09 18:11:21 GMT 2025","failed","Wed Apr 09 18:11:21 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","get_list_successfully"
"","3238","verify that create space successfully","Setel Regression Suite","Wed Apr 09 18:11:18 GMT 2025","passed","Wed Apr 09 18:11:22 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","create_space_successfully"
"","347","verify that delete list successfully","Setel Regression Suite","Wed Apr 09 18:11:21 GMT 2025","failed","Wed Apr 09 18:11:21 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","delete_list_successfully"
"","376","verify that update list successfully","Setel Regression Suite","Wed Apr 09 18:11:21 GMT 2025","failed","Wed Apr 09 18:11:22 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","update_list_successfully"
"","1521","get folder successfully","Setel Regression Suite","Wed Apr 09 18:11:21 GMT 2025","passed","Wed Apr 09 18:11:23 GMT 2025","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","get_folder_successfully"
"","949","verify that delete space successfully","Setel Regression Suite","Wed Apr 09 18:11:22 GMT 2025","passed","Wed Apr 09 18:11:23 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","delete_space_successfully"
"","2053","verify that create list successfully","Setel Regression Suite","Wed Apr 09 18:11:18 GMT 2025","failed","Wed Apr 09 18:11:20 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","create_list_successfully"
"","1591","verify that update space successfully","Setel Regression Suite","Wed Apr 09 18:11:24 GMT 2025","passed","Wed Apr 09 18:11:26 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","update_space_successfully"
"","2691","verify that delete folder successfully","Setel Regression Suite","Wed Apr 09 18:11:18 GMT 2025","passed","Wed Apr 09 18:11:21 GMT 2025","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","delete_folder_successfully"
