"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1842","get folder successfully","Setel Regression Suite","Wed Apr 02 18:11:15 GMT 2025","passed","Wed Apr 02 18:11:17 GMT 2025","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","get_folder_successfully"
"","2440","verify that delete folder successfully","Setel Regression Suite","Wed Apr 02 18:11:13 GMT 2025","passed","Wed Apr 02 18:11:15 GMT 2025","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","delete_folder_successfully"
"","1883","verify that update space successfully","Setel Regression Suite","Wed Apr 02 18:11:18 GMT 2025","passed","Wed Apr 02 18:11:20 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","update_space_successfully"
"","296","verify that get list successfully","Setel Regression Suite","Wed Apr 02 18:11:15 GMT 2025","failed","Wed Apr 02 18:11:15 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","get_list_successfully"
"","1892","verify that create list successfully","Setel Regression Suite","Wed Apr 02 18:11:13 GMT 2025","failed","Wed Apr 02 18:11:15 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","create_list_successfully"
"","327","verify that update list successfully","Setel Regression Suite","Wed Apr 02 18:11:15 GMT 2025","failed","Wed Apr 02 18:11:16 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","update_list_successfully"
"","313","verify that delete list successfully","Setel Regression Suite","Wed Apr 02 18:11:15 GMT 2025","failed","Wed Apr 02 18:11:15 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","delete_list_successfully"
"","995","verify that delete space successfully","Setel Regression Suite","Wed Apr 02 18:11:16 GMT 2025","passed","Wed Apr 02 18:11:17 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","delete_space_successfully"
"","3011","verify that create space successfully","Setel Regression Suite","Wed Apr 02 18:11:13 GMT 2025","passed","Wed Apr 02 18:11:16 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","create_space_successfully"
"","1503","verify that get space successfully","Setel Regression Suite","Wed Apr 02 18:11:17 GMT 2025","passed","Wed Apr 02 18:11:18 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","get_space_successfully"
