"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 10 18:07:12 GMT 2023","Tue Oct 10 18:07:13 GMT 2023","1438","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","get_space_successfully","verify that get space successfully",""
"passed","Tue Oct 10 18:07:07 GMT 2023","Tue Oct 10 18:07:11 GMT 2023","3461","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","create_space_successfully","verify that create space successfully",""
"failed","Tue Oct 10 18:07:07 GMT 2023","Tue Oct 10 18:07:10 GMT 2023","2289","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","create_list_successfully","verify that create list successfully",""
"failed","Tue Oct 10 18:07:11 GMT 2023","Tue Oct 10 18:07:11 GMT 2023","393","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","update_list_successfully","verify that update list successfully",""
"failed","Tue Oct 10 18:07:10 GMT 2023","Tue Oct 10 18:07:11 GMT 2023","381","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","get_list_successfully","verify that get list successfully",""
"passed","Tue Oct 10 18:07:11 GMT 2023","Tue Oct 10 18:07:12 GMT 2023","955","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","delete_space_successfully","verify that delete space successfully",""
"failed","Tue Oct 10 18:07:10 GMT 2023","Tue Oct 10 18:07:10 GMT 2023","393","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","delete_list_successfully","verify that delete list successfully",""
"passed","Tue Oct 10 18:07:13 GMT 2023","Tue Oct 10 18:07:15 GMT 2023","2025","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","update_space_successfully","verify that update space successfully",""
"passed","Tue Oct 10 18:07:07 GMT 2023","Tue Oct 10 18:07:10 GMT 2023","2840","Setel Regression Suite","Setel Admin test on chrome","api.tests.FolderTests","api.tests.FolderTests","delete_folder_successfully","verify that delete folder successfully",""
"passed","Tue Oct 10 18:07:10 GMT 2023","Tue Oct 10 18:07:12 GMT 2023","1529","Setel Regression Suite","Setel Admin test on chrome","api.tests.FolderTests","api.tests.FolderTests","get_folder_successfully","get folder successfully",""
