"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2730","verify that delete folder successfully","Setel Regression Suite","Thu Jan 16 18:09:49 GMT 2025","passed","Thu Jan 16 18:09:52 GMT 2025","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","delete_folder_successfully"
"","1661","verify that update space successfully","Setel Regression Suite","Thu Jan 16 18:09:55 GMT 2025","passed","Thu Jan 16 18:09:57 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","update_space_successfully"
"","1312","verify that get space successfully","Setel Regression Suite","Thu Jan 16 18:09:54 GMT 2025","passed","Thu Jan 16 18:09:55 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","get_space_successfully"
"","358","verify that update list successfully","Setel Regression Suite","Thu Jan 16 18:09:52 GMT 2025","failed","Thu Jan 16 18:09:53 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","update_list_successfully"
"","350","verify that get list successfully","Setel Regression Suite","Thu Jan 16 18:09:52 GMT 2025","failed","Thu Jan 16 18:09:52 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","get_list_successfully"
"","369","verify that delete list successfully","Setel Regression Suite","Thu Jan 16 18:09:51 GMT 2025","failed","Thu Jan 16 18:09:52 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","delete_list_successfully"
"","3293","verify that create space successfully","Setel Regression Suite","Thu Jan 16 18:09:49 GMT 2025","passed","Thu Jan 16 18:09:53 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","create_space_successfully"
"","2108","verify that create list successfully","Setel Regression Suite","Thu Jan 16 18:09:49 GMT 2025","failed","Thu Jan 16 18:09:51 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","create_list_successfully"
"","1541","get folder successfully","Setel Regression Suite","Thu Jan 16 18:09:52 GMT 2025","passed","Thu Jan 16 18:09:54 GMT 2025","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","get_folder_successfully"
"","958","verify that delete space successfully","Setel Regression Suite","Thu Jan 16 18:09:53 GMT 2025","passed","Thu Jan 16 18:09:54 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","delete_space_successfully"
