"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jun 17 02:48:18 GMT 2023","Sat Jun 17 02:48:22 GMT 2023","3486","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","get_list_successfully","verify that get list successfully",""
"passed","Sat Jun 17 02:48:15 GMT 2023","Sat Jun 17 02:48:18 GMT 2023","3471","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","delete_list_successfully","verify that delete list successfully",""
"passed","Sat Jun 17 02:48:15 GMT 2023","Sat Jun 17 02:48:18 GMT 2023","3410","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","get_space_successfully","verify that get space successfully",""
"passed","Sat Jun 17 02:48:05 GMT 2023","Sat Jun 17 02:48:15 GMT 2023","9260","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","create_list_successfully","verify that create list successfully",""
"passed","Sat Jun 17 02:48:05 GMT 2023","Sat Jun 17 02:48:12 GMT 2023","6966","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","create_space_successfully","verify that create space successfully",""
"passed","Sat Jun 17 02:48:05 GMT 2023","Sat Jun 17 02:48:10 GMT 2023","4824","Setel Regression Suite","Setel Admin test on chrome","api.tests.FolderTests","api.tests.FolderTests","delete_folder_successfully","verify that delete folder successfully",""
"passed","Sat Jun 17 02:48:12 GMT 2023","Sat Jun 17 02:48:15 GMT 2023","2305","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","delete_space_successfully","verify that delete space successfully",""
"passed","Sat Jun 17 02:48:10 GMT 2023","Sat Jun 17 02:48:14 GMT 2023","3660","Setel Regression Suite","Setel Admin test on chrome","api.tests.FolderTests","api.tests.FolderTests","get_folder_successfully","get folder successfully",""
"passed","Sat Jun 17 02:48:18 GMT 2023","Sat Jun 17 02:48:23 GMT 2023","4501","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","update_space_successfully","verify that update space successfully",""
"passed","Sat Jun 17 02:48:22 GMT 2023","Sat Jun 17 02:48:28 GMT 2023","5939","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","update_list_successfully","verify that update list successfully",""
