"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3940","verify that create space successfully","Setel Regression Suite","Sat Nov 16 18:08:50 GMT 2024","passed","Sat Nov 16 18:08:54 GMT 2024","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","create_space_successfully"
"","343","verify that update list successfully","Setel Regression Suite","Sat Nov 16 18:08:52 GMT 2024","failed","Sat Nov 16 18:08:53 GMT 2024","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","update_list_successfully"
"","376","verify that delete list successfully","Setel Regression Suite","Sat Nov 16 18:08:52 GMT 2024","failed","Sat Nov 16 18:08:52 GMT 2024","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","delete_list_successfully"
"","1421","get folder successfully","Setel Regression Suite","Sat Nov 16 18:08:52 GMT 2024","passed","Sat Nov 16 18:08:54 GMT 2024","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","get_folder_successfully"
"","1903","verify that update space successfully","Setel Regression Suite","Sat Nov 16 18:08:57 GMT 2024","passed","Sat Nov 16 18:08:59 GMT 2024","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","update_space_successfully"
"","928","verify that delete space successfully","Setel Regression Suite","Sat Nov 16 18:08:54 GMT 2024","passed","Sat Nov 16 18:08:55 GMT 2024","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","delete_space_successfully"
"","338","verify that get list successfully","Setel Regression Suite","Sat Nov 16 18:08:52 GMT 2024","failed","Sat Nov 16 18:08:52 GMT 2024","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","get_list_successfully"
"","2025","verify that create list successfully","Setel Regression Suite","Sat Nov 16 18:08:50 GMT 2024","failed","Sat Nov 16 18:08:52 GMT 2024","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","create_list_successfully"
"","2398","verify that get space successfully","Setel Regression Suite","Sat Nov 16 18:08:55 GMT 2024","passed","Sat Nov 16 18:08:57 GMT 2024","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","get_space_successfully"
"","2561","verify that delete folder successfully","Setel Regression Suite","Sat Nov 16 18:08:50 GMT 2024","passed","Sat Nov 16 18:08:52 GMT 2024","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","delete_folder_successfully"
