"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Dec 01 18:07:04 GMT 2023","Fri Dec 01 18:07:04 GMT 2023","188","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","get_list_successfully","verify that get list successfully",""
"passed","Fri Dec 01 18:07:02 GMT 2023","Fri Dec 01 18:07:04 GMT 2023","2387","Setel Regression Suite","Setel Admin test on chrome","api.tests.FolderTests","api.tests.FolderTests","delete_folder_successfully","verify that delete folder successfully",""
"failed","Fri Dec 01 18:07:02 GMT 2023","Fri Dec 01 18:07:04 GMT 2023","2041","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","create_list_successfully","verify that create list successfully",""
"passed","Fri Dec 01 18:07:06 GMT 2023","Fri Dec 01 18:07:07 GMT 2023","1088","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","update_space_successfully","verify that update space successfully",""
"failed","Fri Dec 01 18:07:04 GMT 2023","Fri Dec 01 18:07:05 GMT 2023","185","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","update_list_successfully","verify that update list successfully",""
"passed","Fri Dec 01 18:07:04 GMT 2023","Fri Dec 01 18:07:05 GMT 2023","1070","Setel Regression Suite","Setel Admin test on chrome","api.tests.FolderTests","api.tests.FolderTests","get_folder_successfully","get folder successfully",""
"passed","Fri Dec 01 18:07:05 GMT 2023","Fri Dec 01 18:07:06 GMT 2023","795","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","get_space_successfully","verify that get space successfully",""
"failed","Fri Dec 01 18:07:04 GMT 2023","Fri Dec 01 18:07:04 GMT 2023","208","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","delete_list_successfully","verify that delete list successfully",""
"passed","Fri Dec 01 18:07:05 GMT 2023","Fri Dec 01 18:07:05 GMT 2023","633","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","delete_space_successfully","verify that delete space successfully",""
"passed","Fri Dec 01 18:07:02 GMT 2023","Fri Dec 01 18:07:05 GMT 2023","2706","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","create_space_successfully","verify that create space successfully",""
