"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 21 18:07:24 GMT 2024","Tue May 21 18:07:29 GMT 2024","4458","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","create_space_successfully","verify that create space successfully",""
"failed","Tue May 21 18:07:31 GMT 2024","Tue May 21 18:07:31 GMT 2024","711","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","update_list_successfully","verify that update list successfully",""
"passed","Tue May 21 18:07:31 GMT 2024","Tue May 21 18:07:33 GMT 2024","2333","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","get_space_successfully","verify that get space successfully",""
"failed","Tue May 21 18:07:27 GMT 2024","Tue May 21 18:07:30 GMT 2024","3513","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","delete_list_successfully","verify that delete list successfully",""
"passed","Tue May 21 18:07:28 GMT 2024","Tue May 21 18:07:30 GMT 2024","2471","Setel Regression Suite","Setel Admin test on chrome","api.tests.FolderTests","api.tests.FolderTests","get_folder_successfully","get folder successfully",""
"failed","Tue May 21 18:07:30 GMT 2024","Tue May 21 18:07:31 GMT 2024","684","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","get_list_successfully","verify that get list successfully",""
"failed","Tue May 21 18:07:24 GMT 2024","Tue May 21 18:07:27 GMT 2024","2243","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","create_list_successfully","verify that create list successfully",""
"passed","Tue May 21 18:07:29 GMT 2024","Tue May 21 18:07:31 GMT 2024","1901","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","delete_space_successfully","verify that delete space successfully",""
"passed","Tue May 21 18:07:33 GMT 2024","Tue May 21 18:07:36 GMT 2024","3188","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","update_space_successfully","verify that update space successfully",""
"passed","Tue May 21 18:07:24 GMT 2024","Tue May 21 18:07:28 GMT 2024","3456","Setel Regression Suite","Setel Admin test on chrome","api.tests.FolderTests","api.tests.FolderTests","delete_folder_successfully","verify that delete folder successfully",""
