"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2534","verify that delete folder successfully","Setel Regression Suite","Wed Nov 20 18:10:15 GMT 2024","passed","Wed Nov 20 18:10:17 GMT 2024","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","delete_folder_successfully"
"","319","verify that get list successfully","Setel Regression Suite","Wed Nov 20 18:10:17 GMT 2024","failed","Wed Nov 20 18:10:18 GMT 2024","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","get_list_successfully"
"","1412","get folder successfully","Setel Regression Suite","Wed Nov 20 18:10:17 GMT 2024","passed","Wed Nov 20 18:10:19 GMT 2024","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","get_folder_successfully"
"","330","verify that update list successfully","Setel Regression Suite","Wed Nov 20 18:10:18 GMT 2024","failed","Wed Nov 20 18:10:18 GMT 2024","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","update_list_successfully"
"","1156","verify that get space successfully","Setel Regression Suite","Wed Nov 20 18:10:19 GMT 2024","passed","Wed Nov 20 18:10:20 GMT 2024","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","get_space_successfully"
"","2025","verify that create list successfully","Setel Regression Suite","Wed Nov 20 18:10:15 GMT 2024","failed","Wed Nov 20 18:10:17 GMT 2024","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","create_list_successfully"
"","1642","verify that update space successfully","Setel Regression Suite","Wed Nov 20 18:10:20 GMT 2024","passed","Wed Nov 20 18:10:22 GMT 2024","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","update_space_successfully"
"","3076","verify that create space successfully","Setel Regression Suite","Wed Nov 20 18:10:15 GMT 2024","passed","Wed Nov 20 18:10:18 GMT 2024","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","create_space_successfully"
"","858","verify that delete space successfully","Setel Regression Suite","Wed Nov 20 18:10:18 GMT 2024","passed","Wed Nov 20 18:10:19 GMT 2024","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","delete_space_successfully"
"","333","verify that delete list successfully","Setel Regression Suite","Wed Nov 20 18:10:17 GMT 2024","failed","Wed Nov 20 18:10:17 GMT 2024","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","delete_list_successfully"
