"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","371","verify that delete list successfully","Setel Regression Suite","Mon Dec 23 18:09:52 GMT 2024","failed","Mon Dec 23 18:09:53 GMT 2024","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","delete_list_successfully"
"","2092","verify that create list successfully","Setel Regression Suite","Mon Dec 23 18:09:50 GMT 2024","failed","Mon Dec 23 18:09:52 GMT 2024","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","create_list_successfully"
"","2632","verify that delete folder successfully","Setel Regression Suite","Mon Dec 23 18:09:50 GMT 2024","passed","Mon Dec 23 18:09:53 GMT 2024","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","delete_folder_successfully"
"","341","verify that get list successfully","Setel Regression Suite","Mon Dec 23 18:09:53 GMT 2024","failed","Mon Dec 23 18:09:53 GMT 2024","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","get_list_successfully"
"","331","verify that update list successfully","Setel Regression Suite","Mon Dec 23 18:09:53 GMT 2024","failed","Mon Dec 23 18:09:54 GMT 2024","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","update_list_successfully"
"","1653","verify that update space successfully","Setel Regression Suite","Mon Dec 23 18:09:56 GMT 2024","passed","Mon Dec 23 18:09:57 GMT 2024","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","update_space_successfully"
"","909","verify that delete space successfully","Setel Regression Suite","Mon Dec 23 18:09:54 GMT 2024","passed","Mon Dec 23 18:09:55 GMT 2024","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","delete_space_successfully"
"","1478","get folder successfully","Setel Regression Suite","Mon Dec 23 18:09:53 GMT 2024","passed","Mon Dec 23 18:09:54 GMT 2024","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","get_folder_successfully"
"","1219","verify that get space successfully","Setel Regression Suite","Mon Dec 23 18:09:55 GMT 2024","passed","Mon Dec 23 18:09:56 GMT 2024","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","get_space_successfully"
"","3269","verify that create space successfully","Setel Regression Suite","Mon Dec 23 18:09:50 GMT 2024","passed","Mon Dec 23 18:09:54 GMT 2024","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","create_space_successfully"
