"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1847","verify that update space successfully","Setel Regression Suite","Sat Jan 18 18:08:37 GMT 2025","passed","Sat Jan 18 18:08:39 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","update_space_successfully"
"","970","verify that delete space successfully","Setel Regression Suite","Sat Jan 18 18:08:35 GMT 2025","passed","Sat Jan 18 18:08:36 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","delete_space_successfully"
"","1339","verify that get space successfully","Setel Regression Suite","Sat Jan 18 18:08:36 GMT 2025","passed","Sat Jan 18 18:08:37 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","get_space_successfully"
"","2560","verify that delete folder successfully","Setel Regression Suite","Sat Jan 18 18:08:32 GMT 2025","passed","Sat Jan 18 18:08:34 GMT 2025","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","delete_folder_successfully"
"","356","verify that update list successfully","Setel Regression Suite","Sat Jan 18 18:08:34 GMT 2025","failed","Sat Jan 18 18:08:35 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","update_list_successfully"
"","374","verify that delete list successfully","Setel Regression Suite","Sat Jan 18 18:08:34 GMT 2025","failed","Sat Jan 18 18:08:34 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","delete_list_successfully"
"","1439","get folder successfully","Setel Regression Suite","Sat Jan 18 18:08:34 GMT 2025","passed","Sat Jan 18 18:08:36 GMT 2025","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","get_folder_successfully"
"","2057","verify that create list successfully","Setel Regression Suite","Sat Jan 18 18:08:32 GMT 2025","failed","Sat Jan 18 18:08:34 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","create_list_successfully"
"","359","verify that get list successfully","Setel Regression Suite","Sat Jan 18 18:08:34 GMT 2025","failed","Sat Jan 18 18:08:34 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","get_list_successfully"
"","3338","verify that create space successfully","Setel Regression Suite","Sat Jan 18 18:08:32 GMT 2025","passed","Sat Jan 18 18:08:35 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","create_space_successfully"
