"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Sep 28 18:01:31 GMT 2023","Thu Sep 28 18:01:33 GMT 2023","1963","Setel Regression Suite","Setel Admin test on chrome","api.tests.FolderTests","api.tests.FolderTests","get_folder_successfully","get folder successfully",""
"failed","Thu Sep 28 18:01:31 GMT 2023","Thu Sep 28 18:01:32 GMT 2023","322","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","update_list_successfully","verify that update list successfully",""
"failed","Thu Sep 28 18:01:31 GMT 2023","Thu Sep 28 18:01:31 GMT 2023","255","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","get_list_successfully","verify that get list successfully",""
"failed","Thu Sep 28 18:01:31 GMT 2023","Thu Sep 28 18:01:31 GMT 2023","292","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","delete_list_successfully","verify that delete list successfully",""
"failed","Thu Sep 28 18:01:28 GMT 2023","Thu Sep 28 18:01:31 GMT 2023","2533","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","create_list_successfully","verify that create list successfully",""
"passed","Thu Sep 28 18:01:34 GMT 2023","Thu Sep 28 18:01:35 GMT 2023","1300","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","update_space_successfully","verify that update space successfully",""
"passed","Thu Sep 28 18:01:32 GMT 2023","Thu Sep 28 18:01:34 GMT 2023","1115","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","get_space_successfully","verify that get space successfully",""
"passed","Thu Sep 28 18:01:32 GMT 2023","Thu Sep 28 18:01:32 GMT 2023","885","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","delete_space_successfully","verify that delete space successfully",""
"passed","Thu Sep 28 18:01:28 GMT 2023","Thu Sep 28 18:01:31 GMT 2023","3053","Setel Regression Suite","Setel Admin test on chrome","api.tests.FolderTests","api.tests.FolderTests","delete_folder_successfully","verify that delete folder successfully",""
"passed","Thu Sep 28 18:01:28 GMT 2023","Thu Sep 28 18:01:32 GMT 2023","3350","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","create_space_successfully","verify that create space successfully",""
