"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","356","verify that delete list successfully","Setel Regression Suite","Sat Dec 14 18:09:13 GMT 2024","failed","Sat Dec 14 18:09:13 GMT 2024","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","delete_list_successfully"
"","1497","verify that update list successfully","Setel Regression Suite","Sat Dec 14 18:09:14 GMT 2024","failed","Sat Dec 14 18:09:15 GMT 2024","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","update_list_successfully"
"","2538","verify that delete folder successfully","Setel Regression Suite","Sat Dec 14 18:09:11 GMT 2024","passed","Sat Dec 14 18:09:13 GMT 2024","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","delete_folder_successfully"
"","2016","verify that create list successfully","Setel Regression Suite","Sat Dec 14 18:09:11 GMT 2024","failed","Sat Dec 14 18:09:13 GMT 2024","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","create_list_successfully"
"","1648","get folder successfully","Setel Regression Suite","Sat Dec 14 18:09:13 GMT 2024","passed","Sat Dec 14 18:09:15 GMT 2024","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","get_folder_successfully"
"","1141","verify that delete space successfully","Setel Regression Suite","Sat Dec 14 18:09:14 GMT 2024","passed","Sat Dec 14 18:09:15 GMT 2024","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","delete_space_successfully"
"","3098","verify that create space successfully","Setel Regression Suite","Sat Dec 14 18:09:11 GMT 2024","passed","Sat Dec 14 18:09:14 GMT 2024","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","create_space_successfully"
"","1230","verify that get space successfully","Setel Regression Suite","Sat Dec 14 18:09:15 GMT 2024","passed","Sat Dec 14 18:09:16 GMT 2024","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","get_space_successfully"
"","1932","verify that update space successfully","Setel Regression Suite","Sat Dec 14 18:09:16 GMT 2024","passed","Sat Dec 14 18:09:18 GMT 2024","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","update_space_successfully"
"","392","verify that get list successfully","Setel Regression Suite","Sat Dec 14 18:09:13 GMT 2024","failed","Sat Dec 14 18:09:14 GMT 2024","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","get_list_successfully"
