"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","330","verify that get list successfully","Setel Regression Suite","Mon Mar 17 18:11:09 GMT 2025","failed","Mon Mar 17 18:11:09 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","get_list_successfully"
"","1659","verify that update space successfully","Setel Regression Suite","Mon Mar 17 18:11:12 GMT 2025","passed","Mon Mar 17 18:11:13 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","update_space_successfully"
"","2747","verify that delete folder successfully","Setel Regression Suite","Mon Mar 17 18:11:06 GMT 2025","passed","Mon Mar 17 18:11:09 GMT 2025","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","delete_folder_successfully"
"","355","verify that update list successfully","Setel Regression Suite","Mon Mar 17 18:11:09 GMT 2025","failed","Mon Mar 17 18:11:09 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","update_list_successfully"
"","1578","get folder successfully","Setel Regression Suite","Mon Mar 17 18:11:09 GMT 2025","passed","Mon Mar 17 18:11:11 GMT 2025","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","get_folder_successfully"
"","1326","verify that get space successfully","Setel Regression Suite","Mon Mar 17 18:11:10 GMT 2025","passed","Mon Mar 17 18:11:12 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","get_space_successfully"
"","342","verify that delete list successfully","Setel Regression Suite","Mon Mar 17 18:11:08 GMT 2025","failed","Mon Mar 17 18:11:09 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","delete_list_successfully"
"","3098","verify that create space successfully","Setel Regression Suite","Mon Mar 17 18:11:06 GMT 2025","passed","Mon Mar 17 18:11:09 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","create_space_successfully"
"","1042","verify that delete space successfully","Setel Regression Suite","Mon Mar 17 18:11:09 GMT 2025","passed","Mon Mar 17 18:11:10 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","delete_space_successfully"
"","1944","verify that create list successfully","Setel Regression Suite","Mon Mar 17 18:11:06 GMT 2025","failed","Mon Mar 17 18:11:08 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","create_list_successfully"
