"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Sep 13 18:09:03 GMT 2024","Fri Sep 13 18:09:07 GMT 2024","4138","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","create_space_successfully","verify that create space successfully",""
"failed","Fri Sep 13 18:09:03 GMT 2024","Fri Sep 13 18:09:05 GMT 2024","2478","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","create_list_successfully","verify that create list successfully",""
"passed","Fri Sep 13 18:09:06 GMT 2024","Fri Sep 13 18:09:08 GMT 2024","1933","Setel Regression Suite","Setel Admin test on chrome","api.tests.FolderTests","api.tests.FolderTests","get_folder_successfully","get folder successfully",""
"failed","Fri Sep 13 18:09:06 GMT 2024","Fri Sep 13 18:09:07 GMT 2024","593","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","update_list_successfully","verify that update list successfully",""
"failed","Fri Sep 13 18:09:06 GMT 2024","Fri Sep 13 18:09:06 GMT 2024","519","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","get_list_successfully","verify that get list successfully",""
"failed","Fri Sep 13 18:09:05 GMT 2024","Fri Sep 13 18:09:06 GMT 2024","531","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","delete_list_successfully","verify that delete list successfully",""
"passed","Fri Sep 13 18:09:07 GMT 2024","Fri Sep 13 18:09:09 GMT 2024","1517","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","delete_space_successfully","verify that delete space successfully",""
"passed","Fri Sep 13 18:09:13 GMT 2024","Fri Sep 13 18:09:15 GMT 2024","2273","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","update_space_successfully","verify that update space successfully",""
"passed","Fri Sep 13 18:09:03 GMT 2024","Fri Sep 13 18:09:06 GMT 2024","3133","Setel Regression Suite","Setel Admin test on chrome","api.tests.FolderTests","api.tests.FolderTests","delete_folder_successfully","verify that delete folder successfully",""
"passed","Fri Sep 13 18:09:09 GMT 2024","Fri Sep 13 18:09:13 GMT 2024","4064","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","get_space_successfully","verify that get space successfully",""
