"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Fri Jun 23 18:30:01 GMT 2023","Fri Jun 23 18:30:01 GMT 2023","0","Setel Regression Suite","Setel Admin test on chrome","tests.SpaceTests","tests.SpaceTests","verify_rename_space_function","verify rename space function",""
"broken","Fri Jun 23 18:25:54 GMT 2023","Fri Jun 23 18:25:54 GMT 2023","2","Setel Regression Suite","Setel Admin test on chrome","tests.SearchTests","tests.SearchTests","login","login",""
"broken","Fri Jun 23 18:32:20 GMT 2023","Fri Jun 23 18:32:20 GMT 2023","0","Setel Regression Suite","Setel Admin test on chrome","tests.TaskTests","tests.TaskTests","logIn","logIn",""
"unknown","Fri Jun 23 18:23:27 GMT 2023","Fri Jun 23 18:23:27 GMT 2023","3","Setel Regression Suite","Setel Admin test on chrome","tests.FolderTests","tests.FolderTests","verify_create_docs_in_folder_successfully","verify create docs in folder works",""
"skipped","Fri Jun 23 18:28:15 GMT 2023","Fri Jun 23 18:28:15 GMT 2023","0","Setel Regression Suite","Setel Admin test on chrome","tests.SpaceTests","tests.SpaceTests","verify_create_new_space_successfully","verify that create new space successfully",""
"broken","Fri Jun 23 18:24:44 GMT 2023","Fri Jun 23 18:24:44 GMT 2023","0","Setel Regression Suite","Setel Admin test on chrome","tests.FolderTests","tests.FolderTests","login","login",""
"skipped","Fri Jun 23 18:24:09 GMT 2023","Fri Jun 23 18:24:09 GMT 2023","1","Setel Regression Suite","Setel Admin test on chrome","tests.FolderTests","tests.FolderTests","verify_create_folder_function_works","verify create folder function works",""
"skipped","Fri Jun 23 18:27:39 GMT 2023","Fri Jun 23 18:27:39 GMT 2023","0","Setel Regression Suite","Setel Admin test on chrome","tests.SpaceTests","tests.SpaceTests","verify_content_in_space_setting_correctly","verify content in space setting correctly",""
"skipped","Fri Jun 23 18:24:45 GMT 2023","Fri Jun 23 18:24:45 GMT 2023","1","Setel Regression Suite","Setel Admin test on chrome","tests.FolderTests","tests.FolderTests","verify_create_list_in_folder_successfully","verify create list in folder works",""
"skipped","Fri Jun 23 18:30:36 GMT 2023","Fri Jun 23 18:30:36 GMT 2023","1","Setel Regression Suite","Setel Admin test on chrome","tests.TaskTests","tests.TaskTests","create_task","create task",""
"skipped","Fri Jun 23 18:32:20 GMT 2023","Fri Jun 23 18:32:20 GMT 2023","1","Setel Regression Suite","Setel Admin test on chrome","tests.TaskTests","tests.TaskTests","verifyCreateSubtaskFunction","verify create subtask function",""
"skipped","Fri Jun 23 18:27:04 GMT 2023","Fri Jun 23 18:27:04 GMT 2023","1","Setel Regression Suite","Setel Admin test on chrome","tests.SpaceTests","tests.SpaceTests","verify_all_space_displayed_correctly","verify all space displayed correctly",""
"skipped","Fri Jun 23 18:25:54 GMT 2023","Fri Jun 23 18:25:54 GMT 2023","2","Setel Regression Suite","Setel Admin test on chrome","tests.SearchTests","tests.SearchTests","verify_search_feature_works_well","verify that search feature works well",""
"broken","Fri Jun 23 18:32:20 GMT 2023","Fri Jun 23 18:32:20 GMT 2023","0","Setel Regression Suite","Setel Admin test on chrome","tests.TaskTests","tests.TaskTests","cleanData","cleanData",""
"skipped","Fri Jun 23 18:26:29 GMT 2023","Fri Jun 23 18:26:29 GMT 2023","0","Setel Regression Suite","Setel Admin test on chrome","tests.SpaceTests","tests.SpaceTests","verify_add_to_favorite_list_successfully","add to favorite list",""
"broken","Fri Jun 23 18:30:01 GMT 2023","Fri Jun 23 18:30:01 GMT 2023","0","Setel Regression Suite","Setel Admin test on chrome","tests.SpaceTests","tests.SpaceTests","login","login",""
"skipped","Fri Jun 23 18:31:11 GMT 2023","Fri Jun 23 18:31:11 GMT 2023","0","Setel Regression Suite","Setel Admin test on chrome","tests.TaskTests","tests.TaskTests","search_task_works_well","Verify search task works well",""
"skipped","Fri Jun 23 18:28:50 GMT 2023","Fri Jun 23 18:28:50 GMT 2023","0","Setel Regression Suite","Setel Admin test on chrome","tests.SpaceTests","tests.SpaceTests","verify_dialog_when_click_to_new_space","verify dialog when click to new space",""
"broken","Fri Jun 23 18:24:45 GMT 2023","Fri Jun 23 18:25:20 GMT 2023","34376","Setel Regression Suite","Setel Admin test on chrome","tests.LoginTest","tests.LoginTest","login_to_click_up_successfully","verify login successfully",""
"skipped","Fri Jun 23 18:31:45 GMT 2023","Fri Jun 23 18:31:45 GMT 2023","1","Setel Regression Suite","Setel Admin test on chrome","tests.TaskTests","tests.TaskTests","sort_by_task_name","Sort by task name",""
"skipped","Fri Jun 23 18:29:26 GMT 2023","Fri Jun 23 18:29:26 GMT 2023","0","Setel Regression Suite","Setel Admin test on chrome","tests.SpaceTests","tests.SpaceTests","verify_hide_in_my_side_bar_successfully","hide in my side bar",""
