"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 22 18:07:05 GMT 2024","Mon Apr 22 18:07:07 GMT 2024","1561","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","delete_space_successfully","verify that delete space successfully",""
"passed","Mon Apr 22 18:07:04 GMT 2024","Mon Apr 22 18:07:07 GMT 2024","2439","Setel Regression Suite","Setel Admin test on chrome","api.tests.FolderTests","api.tests.FolderTests","get_folder_successfully","get folder successfully",""
"passed","Mon Apr 22 18:07:10 GMT 2024","Mon Apr 22 18:07:13 GMT 2024","3043","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","update_space_successfully","verify that update space successfully",""
"failed","Mon Apr 22 18:07:04 GMT 2024","Mon Apr 22 18:07:05 GMT 2024","698","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","get_list_successfully","verify that get list successfully",""
"failed","Mon Apr 22 18:07:05 GMT 2024","Mon Apr 22 18:07:06 GMT 2024","694","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","update_list_successfully","verify that update list successfully",""
"passed","Mon Apr 22 18:07:07 GMT 2024","Mon Apr 22 18:07:10 GMT 2024","2625","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","get_space_successfully","verify that get space successfully",""
"failed","Mon Apr 22 18:07:03 GMT 2024","Mon Apr 22 18:07:04 GMT 2024","739","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","delete_list_successfully","verify that delete list successfully",""
"failed","Mon Apr 22 18:07:01 GMT 2024","Mon Apr 22 18:07:03 GMT 2024","2235","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","create_list_successfully","verify that create list successfully",""
"passed","Mon Apr 22 18:07:01 GMT 2024","Mon Apr 22 18:07:05 GMT 2024","4342","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","create_space_successfully","verify that create space successfully",""
"passed","Mon Apr 22 18:07:01 GMT 2024","Mon Apr 22 18:07:04 GMT 2024","3100","Setel Regression Suite","Setel Admin test on chrome","api.tests.FolderTests","api.tests.FolderTests","delete_folder_successfully","verify that delete folder successfully",""
