"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 04 18:09:07 GMT 2024","Wed Sep 04 18:09:10 GMT 2024","2620","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","get_space_successfully","verify that get space successfully",""
"passed","Wed Sep 04 18:09:06 GMT 2024","Wed Sep 04 18:09:07 GMT 2024","838","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","delete_space_successfully","verify that delete space successfully",""
"passed","Wed Sep 04 18:09:05 GMT 2024","Wed Sep 04 18:09:09 GMT 2024","3877","Setel Regression Suite","Setel Admin test on chrome","api.tests.FolderTests","api.tests.FolderTests","get_folder_successfully","get folder successfully",""
"failed","Wed Sep 04 18:09:05 GMT 2024","Wed Sep 04 18:09:05 GMT 2024","315","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","get_list_successfully","verify that get list successfully",""
"passed","Wed Sep 04 18:09:03 GMT 2024","Wed Sep 04 18:09:05 GMT 2024","2593","Setel Regression Suite","Setel Admin test on chrome","api.tests.FolderTests","api.tests.FolderTests","delete_folder_successfully","verify that delete folder successfully",""
"failed","Wed Sep 04 18:09:05 GMT 2024","Wed Sep 04 18:09:05 GMT 2024","333","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","delete_list_successfully","verify that delete list successfully",""
"passed","Wed Sep 04 18:09:03 GMT 2024","Wed Sep 04 18:09:06 GMT 2024","3464","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","create_space_successfully","verify that create space successfully",""
"failed","Wed Sep 04 18:09:03 GMT 2024","Wed Sep 04 18:09:05 GMT 2024","2095","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","create_list_successfully","verify that create list successfully",""
"failed","Wed Sep 04 18:09:05 GMT 2024","Wed Sep 04 18:09:06 GMT 2024","901","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","update_list_successfully","verify that update list successfully",""
"passed","Wed Sep 04 18:09:10 GMT 2024","Wed Sep 04 18:09:12 GMT 2024","2080","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","update_space_successfully","verify that update space successfully",""
