"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2555","verify that delete folder successfully","Setel Regression Suite","Wed Feb 05 18:10:18 GMT 2025","passed","Wed Feb 05 18:10:21 GMT 2025","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","delete_folder_successfully"
"","2053","verify that create list successfully","Setel Regression Suite","Wed Feb 05 18:10:18 GMT 2025","failed","Wed Feb 05 18:10:21 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","create_list_successfully"
"","935","verify that delete space successfully","Setel Regression Suite","Wed Feb 05 18:10:22 GMT 2025","passed","Wed Feb 05 18:10:23 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","delete_space_successfully"
"","380","verify that delete list successfully","Setel Regression Suite","Wed Feb 05 18:10:21 GMT 2025","failed","Wed Feb 05 18:10:21 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","delete_list_successfully"
"","1895","verify that update space successfully","Setel Regression Suite","Wed Feb 05 18:10:25 GMT 2025","passed","Wed Feb 05 18:10:27 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","update_space_successfully"
"","2603","verify that get space successfully","Setel Regression Suite","Wed Feb 05 18:10:23 GMT 2025","passed","Wed Feb 05 18:10:25 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","get_space_successfully"
"","354","verify that get list successfully","Setel Regression Suite","Wed Feb 05 18:10:21 GMT 2025","failed","Wed Feb 05 18:10:21 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","get_list_successfully"
"","306","verify that update list successfully","Setel Regression Suite","Wed Feb 05 18:10:21 GMT 2025","failed","Wed Feb 05 18:10:22 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","update_list_successfully"
"","1511","get folder successfully","Setel Regression Suite","Wed Feb 05 18:10:21 GMT 2025","passed","Wed Feb 05 18:10:23 GMT 2025","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","get_folder_successfully"
"","3338","verify that create space successfully","Setel Regression Suite","Wed Feb 05 18:10:18 GMT 2025","passed","Wed Feb 05 18:10:22 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","create_space_successfully"
