"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1762","get folder successfully","Setel Regression Suite","Sun Mar 23 18:09:27 GMT 2025","passed","Sun Mar 23 18:09:29 GMT 2025","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","get_folder_successfully"
"","1075","verify that delete space successfully","Setel Regression Suite","Sun Mar 23 18:09:28 GMT 2025","passed","Sun Mar 23 18:09:29 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","delete_space_successfully"
"","1562","verify that get space successfully","Setel Regression Suite","Sun Mar 23 18:09:29 GMT 2025","passed","Sun Mar 23 18:09:31 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","get_space_successfully"
"","2260","verify that create list successfully","Setel Regression Suite","Sun Mar 23 18:09:25 GMT 2025","failed","Sun Mar 23 18:09:27 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","create_list_successfully"
"","386","verify that update list successfully","Setel Regression Suite","Sun Mar 23 18:09:28 GMT 2025","failed","Sun Mar 23 18:09:28 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","update_list_successfully"
"","3529","verify that create space successfully","Setel Regression Suite","Sun Mar 23 18:09:25 GMT 2025","passed","Sun Mar 23 18:09:28 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","create_space_successfully"
"","1960","verify that update space successfully","Setel Regression Suite","Sun Mar 23 18:09:31 GMT 2025","passed","Sun Mar 23 18:09:33 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","update_space_successfully"
"","388","verify that get list successfully","Setel Regression Suite","Sun Mar 23 18:09:27 GMT 2025","failed","Sun Mar 23 18:09:28 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","get_list_successfully"
"","2834","verify that delete folder successfully","Setel Regression Suite","Sun Mar 23 18:09:25 GMT 2025","passed","Sun Mar 23 18:09:27 GMT 2025","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","delete_folder_successfully"
"","411","verify that delete list successfully","Setel Regression Suite","Sun Mar 23 18:09:27 GMT 2025","failed","Sun Mar 23 18:09:27 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","delete_list_successfully"
