"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 31 18:07:48 GMT 2024","Fri May 31 18:07:52 GMT 2024","3559","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","create_space_successfully","verify that create space successfully",""
"failed","Fri May 31 18:07:50 GMT 2024","Fri May 31 18:07:51 GMT 2024","527","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","delete_list_successfully","verify that delete list successfully",""
"passed","Fri May 31 18:07:53 GMT 2024","Fri May 31 18:07:55 GMT 2024","2296","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","get_space_successfully","verify that get space successfully",""
"failed","Fri May 31 18:07:51 GMT 2024","Fri May 31 18:07:52 GMT 2024","476","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","update_list_successfully","verify that update list successfully",""
"passed","Fri May 31 18:07:55 GMT 2024","Fri May 31 18:07:59 GMT 2024","4325","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","update_space_successfully","verify that update space successfully",""
"failed","Fri May 31 18:07:48 GMT 2024","Fri May 31 18:07:50 GMT 2024","2162","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","create_list_successfully","verify that create list successfully",""
"passed","Fri May 31 18:07:48 GMT 2024","Fri May 31 18:07:51 GMT 2024","2802","Setel Regression Suite","Setel Admin test on chrome","api.tests.FolderTests","api.tests.FolderTests","delete_folder_successfully","verify that delete folder successfully",""
"passed","Fri May 31 18:07:51 GMT 2024","Fri May 31 18:07:53 GMT 2024","1841","Setel Regression Suite","Setel Admin test on chrome","api.tests.FolderTests","api.tests.FolderTests","get_folder_successfully","get folder successfully",""
"passed","Fri May 31 18:07:52 GMT 2024","Fri May 31 18:07:53 GMT 2024","1140","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","delete_space_successfully","verify that delete space successfully",""
"failed","Fri May 31 18:07:51 GMT 2024","Fri May 31 18:07:51 GMT 2024","632","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","get_list_successfully","verify that get list successfully",""
