"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1665","get folder successfully","Setel Regression Suite","Tue Nov 26 18:10:41 GMT 2024","passed","Tue Nov 26 18:10:43 GMT 2024","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","get_folder_successfully"
"","2744","verify that delete folder successfully","Setel Regression Suite","Tue Nov 26 18:10:38 GMT 2024","passed","Tue Nov 26 18:10:41 GMT 2024","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","delete_folder_successfully"
"","3303","verify that create space successfully","Setel Regression Suite","Tue Nov 26 18:10:38 GMT 2024","passed","Tue Nov 26 18:10:42 GMT 2024","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","create_space_successfully"
"","2200","verify that create list successfully","Setel Regression Suite","Tue Nov 26 18:10:38 GMT 2024","failed","Tue Nov 26 18:10:41 GMT 2024","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","create_list_successfully"
"","372","verify that get list successfully","Setel Regression Suite","Tue Nov 26 18:10:41 GMT 2024","failed","Tue Nov 26 18:10:41 GMT 2024","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","get_list_successfully"
"","1760","verify that update space successfully","Setel Regression Suite","Tue Nov 26 18:10:44 GMT 2024","passed","Tue Nov 26 18:10:46 GMT 2024","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","update_space_successfully"
"","1393","verify that get space successfully","Setel Regression Suite","Tue Nov 26 18:10:43 GMT 2024","passed","Tue Nov 26 18:10:44 GMT 2024","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","get_space_successfully"
"","589","verify that update list successfully","Setel Regression Suite","Tue Nov 26 18:10:41 GMT 2024","failed","Tue Nov 26 18:10:42 GMT 2024","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","update_list_successfully"
"","430","verify that delete list successfully","Setel Regression Suite","Tue Nov 26 18:10:41 GMT 2024","failed","Tue Nov 26 18:10:41 GMT 2024","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","delete_list_successfully"
"","917","verify that delete space successfully","Setel Regression Suite","Tue Nov 26 18:10:42 GMT 2024","passed","Tue Nov 26 18:10:43 GMT 2024","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","delete_space_successfully"
