"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 04 18:01:28 GMT 2023","Mon Sep 04 18:01:32 GMT 2023","4596","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","update_space_successfully","verify that update space successfully",""
"passed","Mon Sep 04 18:01:22 GMT 2023","Mon Sep 04 18:01:24 GMT 2023","2368","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","delete_space_successfully","verify that delete space successfully",""
"passed","Mon Sep 04 18:01:24 GMT 2023","Mon Sep 04 18:01:28 GMT 2023","3463","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","get_space_successfully","verify that get space successfully",""
"passed","Mon Sep 04 18:01:15 GMT 2023","Mon Sep 04 18:01:20 GMT 2023","4463","Setel Regression Suite","Setel Admin test on chrome","api.tests.FolderTests","api.tests.FolderTests","delete_folder_successfully","verify that delete folder successfully",""
"failed","Mon Sep 04 18:01:21 GMT 2023","Mon Sep 04 18:01:22 GMT 2023","1099","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","update_list_successfully","verify that update list successfully",""
"passed","Mon Sep 04 18:01:20 GMT 2023","Mon Sep 04 18:01:24 GMT 2023","3659","Setel Regression Suite","Setel Admin test on chrome","api.tests.FolderTests","api.tests.FolderTests","get_folder_successfully","get folder successfully",""
"failed","Mon Sep 04 18:01:15 GMT 2023","Mon Sep 04 18:01:19 GMT 2023","3112","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","create_list_successfully","verify that create list successfully",""
"failed","Mon Sep 04 18:01:19 GMT 2023","Mon Sep 04 18:01:20 GMT 2023","1135","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","delete_list_successfully","verify that delete list successfully",""
"passed","Mon Sep 04 18:01:15 GMT 2023","Mon Sep 04 18:01:22 GMT 2023","6575","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","create_space_successfully","verify that create space successfully",""
"failed","Mon Sep 04 18:01:20 GMT 2023","Mon Sep 04 18:01:21 GMT 2023","1090","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","get_list_successfully","verify that get list successfully",""
