"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Oct 06 18:01:28 GMT 2023","Fri Oct 06 18:01:30 GMT 2023","2378","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","create_list_successfully","verify that create list successfully",""
"failed","Fri Oct 06 18:01:30 GMT 2023","Fri Oct 06 18:01:30 GMT 2023","428","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","delete_list_successfully","verify that delete list successfully",""
"passed","Fri Oct 06 18:01:30 GMT 2023","Fri Oct 06 18:01:32 GMT 2023","1537","Setel Regression Suite","Setel Admin test on chrome","api.tests.FolderTests","api.tests.FolderTests","get_folder_successfully","get folder successfully",""
"passed","Fri Oct 06 18:01:32 GMT 2023","Fri Oct 06 18:01:33 GMT 2023","1180","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","get_space_successfully","verify that get space successfully",""
"passed","Fri Oct 06 18:01:31 GMT 2023","Fri Oct 06 18:01:32 GMT 2023","902","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","delete_space_successfully","verify that delete space successfully",""
"failed","Fri Oct 06 18:01:30 GMT 2023","Fri Oct 06 18:01:31 GMT 2023","354","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","get_list_successfully","verify that get list successfully",""
"passed","Fri Oct 06 18:01:33 GMT 2023","Fri Oct 06 18:01:35 GMT 2023","1806","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","update_space_successfully","verify that update space successfully",""
"failed","Fri Oct 06 18:01:31 GMT 2023","Fri Oct 06 18:01:31 GMT 2023","403","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","update_list_successfully","verify that update list successfully",""
"passed","Fri Oct 06 18:01:28 GMT 2023","Fri Oct 06 18:01:30 GMT 2023","2945","Setel Regression Suite","Setel Admin test on chrome","api.tests.FolderTests","api.tests.FolderTests","delete_folder_successfully","verify that delete folder successfully",""
"passed","Fri Oct 06 18:01:28 GMT 2023","Fri Oct 06 18:01:31 GMT 2023","3613","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","create_space_successfully","verify that create space successfully",""
