"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1403","get folder successfully","Setel Regression Suite","Sat Dec 07 18:09:27 GMT 2024","passed","Sat Dec 07 18:09:29 GMT 2024","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","get_folder_successfully"
"","1403","verify that get space successfully","Setel Regression Suite","Sat Dec 07 18:09:29 GMT 2024","passed","Sat Dec 07 18:09:30 GMT 2024","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","get_space_successfully"
"","1683","verify that update space successfully","Setel Regression Suite","Sat Dec 07 18:09:30 GMT 2024","passed","Sat Dec 07 18:09:32 GMT 2024","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","update_space_successfully"
"","330","verify that update list successfully","Setel Regression Suite","Sat Dec 07 18:09:27 GMT 2024","failed","Sat Dec 07 18:09:28 GMT 2024","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","update_list_successfully"
"","2458","verify that delete folder successfully","Setel Regression Suite","Sat Dec 07 18:09:25 GMT 2024","passed","Sat Dec 07 18:09:27 GMT 2024","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","delete_folder_successfully"
"","344","verify that delete list successfully","Setel Regression Suite","Sat Dec 07 18:09:27 GMT 2024","failed","Sat Dec 07 18:09:27 GMT 2024","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","delete_list_successfully"
"","850","verify that delete space successfully","Setel Regression Suite","Sat Dec 07 18:09:28 GMT 2024","passed","Sat Dec 07 18:09:29 GMT 2024","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","delete_space_successfully"
"","338","verify that get list successfully","Setel Regression Suite","Sat Dec 07 18:09:27 GMT 2024","failed","Sat Dec 07 18:09:27 GMT 2024","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","get_list_successfully"
"","1948","verify that create list successfully","Setel Regression Suite","Sat Dec 07 18:09:25 GMT 2024","failed","Sat Dec 07 18:09:27 GMT 2024","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","create_list_successfully"
"","2935","verify that create space successfully","Setel Regression Suite","Sat Dec 07 18:09:25 GMT 2024","passed","Sat Dec 07 18:09:28 GMT 2024","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","create_space_successfully"
