"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 21 15:44:56 GMT 2023","Wed Jun 21 15:44:57 GMT 2023","1014","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","get_list_successfully","verify that get list successfully",""
"passed","Wed Jun 21 15:44:53 GMT 2023","Wed Jun 21 15:44:54 GMT 2023","661","Setel Regression Suite","Setel Admin test on chrome","api.tests.FolderTests","api.tests.FolderTests","delete_folder_successfully_2","verify that delete folder successfully",""
"passed","Wed Jun 21 15:44:51 GMT 2023","Wed Jun 21 15:44:53 GMT 2023","2639","Setel Regression Suite","Setel Admin test on chrome","api.tests.FolderTests","api.tests.FolderTests","delete_folder_successfully","verify that delete folder successfully",""
"passed","Wed Jun 21 15:44:54 GMT 2023","Wed Jun 21 15:44:55 GMT 2023","1102","Setel Regression Suite","Setel Admin test on chrome","api.tests.FolderTests","api.tests.FolderTests","get_folder_successfully","get folder successfully",""
"passed","Wed Jun 21 15:44:55 GMT 2023","Wed Jun 21 15:44:57 GMT 2023","1438","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","update_space_successfully","verify that update space successfully",""
"passed","Wed Jun 21 15:44:54 GMT 2023","Wed Jun 21 15:44:54 GMT 2023","651","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","delete_space_successfully","verify that delete space successfully",""
"passed","Wed Jun 21 15:44:54 GMT 2023","Wed Jun 21 15:44:56 GMT 2023","1723","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","delete_list_successfully","verify that delete list successfully",""
"passed","Wed Jun 21 15:44:51 GMT 2023","Wed Jun 21 15:44:54 GMT 2023","3059","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","create_space_successfully","verify that create space successfully",""
"passed","Wed Jun 21 15:44:54 GMT 2023","Wed Jun 21 15:44:55 GMT 2023","904","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","get_space_successfully","verify that get space successfully",""
"passed","Wed Jun 21 15:44:57 GMT 2023","Wed Jun 21 15:44:59 GMT 2023","1909","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","update_list_successfully","verify that update list successfully",""
"passed","Wed Jun 21 15:44:51 GMT 2023","Wed Jun 21 15:44:54 GMT 2023","3626","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","create_list_successfully","verify that create list successfully",""
