"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1632","get folder successfully","Setel Regression Suite","Sun Nov 10 18:08:28 GMT 2024","passed","Sun Nov 10 18:08:30 GMT 2024","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","get_folder_successfully"
"","2580","verify that delete folder successfully","Setel Regression Suite","Sun Nov 10 18:08:26 GMT 2024","passed","Sun Nov 10 18:08:28 GMT 2024","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","delete_folder_successfully"
"","348","verify that delete list successfully","Setel Regression Suite","Sun Nov 10 18:08:28 GMT 2024","failed","Sun Nov 10 18:08:28 GMT 2024","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","delete_list_successfully"
"","331","verify that get list successfully","Setel Regression Suite","Sun Nov 10 18:08:28 GMT 2024","failed","Sun Nov 10 18:08:29 GMT 2024","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","get_list_successfully"
"","1496","verify that update space successfully","Setel Regression Suite","Sun Nov 10 18:08:31 GMT 2024","passed","Sun Nov 10 18:08:33 GMT 2024","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","update_space_successfully"
"","2070","verify that create list successfully","Setel Regression Suite","Sun Nov 10 18:08:26 GMT 2024","failed","Sun Nov 10 18:08:28 GMT 2024","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","create_list_successfully"
"","326","verify that update list successfully","Setel Regression Suite","Sun Nov 10 18:08:29 GMT 2024","failed","Sun Nov 10 18:08:29 GMT 2024","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","update_list_successfully"
"","1262","verify that get space successfully","Setel Regression Suite","Sun Nov 10 18:08:30 GMT 2024","passed","Sun Nov 10 18:08:31 GMT 2024","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","get_space_successfully"
"","863","verify that delete space successfully","Setel Regression Suite","Sun Nov 10 18:08:29 GMT 2024","passed","Sun Nov 10 18:08:30 GMT 2024","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","delete_space_successfully"
"","3069","verify that create space successfully","Setel Regression Suite","Sun Nov 10 18:08:26 GMT 2024","passed","Sun Nov 10 18:08:29 GMT 2024","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","create_space_successfully"
