"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 04 18:08:29 GMT 2024","Thu Apr 04 18:08:31 GMT 2024","2313","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","update_space_successfully","verify that update space successfully",""
"failed","Thu Apr 04 18:08:24 GMT 2024","Thu Apr 04 18:08:25 GMT 2024","517","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","delete_list_successfully","verify that delete list successfully",""
"passed","Thu Apr 04 18:08:25 GMT 2024","Thu Apr 04 18:08:27 GMT 2024","2012","Setel Regression Suite","Setel Admin test on chrome","api.tests.FolderTests","api.tests.FolderTests","get_folder_successfully","get folder successfully",""
"failed","Thu Apr 04 18:08:25 GMT 2024","Thu Apr 04 18:08:26 GMT 2024","500","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","get_list_successfully","verify that get list successfully",""
"passed","Thu Apr 04 18:08:26 GMT 2024","Thu Apr 04 18:08:27 GMT 2024","1268","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","delete_space_successfully","verify that delete space successfully",""
"passed","Thu Apr 04 18:08:22 GMT 2024","Thu Apr 04 18:08:25 GMT 2024","2973","Setel Regression Suite","Setel Admin test on chrome","api.tests.FolderTests","api.tests.FolderTests","delete_folder_successfully","verify that delete folder successfully",""
"failed","Thu Apr 04 18:08:26 GMT 2024","Thu Apr 04 18:08:26 GMT 2024","518","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","update_list_successfully","verify that update list successfully",""
"failed","Thu Apr 04 18:08:22 GMT 2024","Thu Apr 04 18:08:24 GMT 2024","2227","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","create_list_successfully","verify that create list successfully",""
"passed","Thu Apr 04 18:08:22 GMT 2024","Thu Apr 04 18:08:26 GMT 2024","3790","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","create_space_successfully","verify that create space successfully",""
"passed","Thu Apr 04 18:08:27 GMT 2024","Thu Apr 04 18:08:29 GMT 2024","1668","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","get_space_successfully","verify that get space successfully",""
