"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat May 25 18:05:14 GMT 2024","Sat May 25 18:05:15 GMT 2024","1311","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","get_space_successfully","verify that get space successfully",""
"passed","Sat May 25 18:05:10 GMT 2024","Sat May 25 18:05:13 GMT 2024","2713","Setel Regression Suite","Setel Admin test on chrome","api.tests.FolderTests","api.tests.FolderTests","delete_folder_successfully","verify that delete folder successfully",""
"failed","Sat May 25 18:05:12 GMT 2024","Sat May 25 18:05:13 GMT 2024","350","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","get_list_successfully","verify that get list successfully",""
"passed","Sat May 25 18:05:13 GMT 2024","Sat May 25 18:05:14 GMT 2024","1531","Setel Regression Suite","Setel Admin test on chrome","api.tests.FolderTests","api.tests.FolderTests","get_folder_successfully","get folder successfully",""
"passed","Sat May 25 18:05:10 GMT 2024","Sat May 25 18:05:13 GMT 2024","3071","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","create_space_successfully","verify that create space successfully",""
"passed","Sat May 25 18:05:13 GMT 2024","Sat May 25 18:05:14 GMT 2024","851","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","delete_space_successfully","verify that delete space successfully",""
"failed","Sat May 25 18:05:12 GMT 2024","Sat May 25 18:05:12 GMT 2024","381","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","delete_list_successfully","verify that delete list successfully",""
"failed","Sat May 25 18:05:13 GMT 2024","Sat May 25 18:05:13 GMT 2024","380","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","update_list_successfully","verify that update list successfully",""
"failed","Sat May 25 18:05:10 GMT 2024","Sat May 25 18:05:12 GMT 2024","1968","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","create_list_successfully","verify that create list successfully",""
"passed","Sat May 25 18:05:15 GMT 2024","Sat May 25 18:05:17 GMT 2024","1729","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","update_space_successfully","verify that update space successfully",""
