"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 01 18:06:42 GMT 2023","Wed Nov 01 18:06:46 GMT 2023","3783","Setel Regression Suite","Setel Admin test on chrome","api.tests.FolderTests","api.tests.FolderTests","delete_folder_successfully","verify that delete folder successfully",""
"failed","Wed Nov 01 18:06:42 GMT 2023","Wed Nov 01 18:06:45 GMT 2023","3111","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","create_list_successfully","verify that create list successfully",""
"passed","Wed Nov 01 18:06:47 GMT 2023","Wed Nov 01 18:06:48 GMT 2023","1277","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","get_space_successfully","verify that get space successfully",""
"failed","Wed Nov 01 18:06:46 GMT 2023","Wed Nov 01 18:06:46 GMT 2023","375","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","update_list_successfully","verify that update list successfully",""
"failed","Wed Nov 01 18:06:45 GMT 2023","Wed Nov 01 18:06:45 GMT 2023","410","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","delete_list_successfully","verify that delete list successfully",""
"failed","Wed Nov 01 18:06:45 GMT 2023","Wed Nov 01 18:06:46 GMT 2023","385","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","get_list_successfully","verify that get list successfully",""
"passed","Wed Nov 01 18:06:46 GMT 2023","Wed Nov 01 18:06:47 GMT 2023","1674","Setel Regression Suite","Setel Admin test on chrome","api.tests.FolderTests","api.tests.FolderTests","get_folder_successfully","get folder successfully",""
"passed","Wed Nov 01 18:06:46 GMT 2023","Wed Nov 01 18:06:47 GMT 2023","1007","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","delete_space_successfully","verify that delete space successfully",""
"passed","Wed Nov 01 18:06:48 GMT 2023","Wed Nov 01 18:06:50 GMT 2023","1780","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","update_space_successfully","verify that update space successfully",""
"passed","Wed Nov 01 18:06:42 GMT 2023","Wed Nov 01 18:06:46 GMT 2023","4320","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","create_space_successfully","verify that create space successfully",""
