"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1915","get folder successfully","Setel Regression Suite","Tue Feb 11 18:08:24 GMT 2025","passed","Tue Feb 11 18:08:26 GMT 2025","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","get_folder_successfully"
"","1571","verify that get space successfully","Setel Regression Suite","Tue Feb 11 18:08:26 GMT 2025","passed","Tue Feb 11 18:08:28 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","get_space_successfully"
"","1157","verify that delete space successfully","Setel Regression Suite","Tue Feb 11 18:08:25 GMT 2025","passed","Tue Feb 11 18:08:26 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","delete_space_successfully"
"","362","verify that update list successfully","Setel Regression Suite","Tue Feb 11 18:08:25 GMT 2025","failed","Tue Feb 11 18:08:25 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","update_list_successfully"
"","2078","verify that create list successfully","Setel Regression Suite","Tue Feb 11 18:08:22 GMT 2025","failed","Tue Feb 11 18:08:24 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","create_list_successfully"
"","352","verify that get list successfully","Setel Regression Suite","Tue Feb 11 18:08:24 GMT 2025","failed","Tue Feb 11 18:08:25 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","get_list_successfully"
"","3428","verify that create space successfully","Setel Regression Suite","Tue Feb 11 18:08:22 GMT 2025","passed","Tue Feb 11 18:08:25 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","create_space_successfully"
"","1872","verify that update space successfully","Setel Regression Suite","Tue Feb 11 18:08:28 GMT 2025","passed","Tue Feb 11 18:08:30 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","update_space_successfully"
"","2642","verify that delete folder successfully","Setel Regression Suite","Tue Feb 11 18:08:22 GMT 2025","passed","Tue Feb 11 18:08:24 GMT 2025","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","delete_folder_successfully"
"","597","verify that delete list successfully","Setel Regression Suite","Tue Feb 11 18:08:24 GMT 2025","failed","Tue Feb 11 18:08:24 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","delete_list_successfully"
