"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1617","get folder successfully","Setel Regression Suite","Sat Apr 12 18:09:30 GMT 2025","passed","Sat Apr 12 18:09:31 GMT 2025","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","get_folder_successfully"
"","308","verify that delete list successfully","Setel Regression Suite","Sat Apr 12 18:09:29 GMT 2025","failed","Sat Apr 12 18:09:29 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","delete_list_successfully"
"","2064","verify that create list successfully","Setel Regression Suite","Sat Apr 12 18:09:27 GMT 2025","failed","Sat Apr 12 18:09:29 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","create_list_successfully"
"","878","verify that delete space successfully","Setel Regression Suite","Sat Apr 12 18:09:30 GMT 2025","passed","Sat Apr 12 18:09:31 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","delete_space_successfully"
"","1313","verify that get space successfully","Setel Regression Suite","Sat Apr 12 18:09:31 GMT 2025","passed","Sat Apr 12 18:09:32 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","get_space_successfully"
"","3048","verify that create space successfully","Setel Regression Suite","Sat Apr 12 18:09:27 GMT 2025","passed","Sat Apr 12 18:09:30 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","create_space_successfully"
"","284","verify that update list successfully","Setel Regression Suite","Sat Apr 12 18:09:30 GMT 2025","failed","Sat Apr 12 18:09:30 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","update_list_successfully"
"","1970","verify that update space successfully","Setel Regression Suite","Sat Apr 12 18:09:32 GMT 2025","passed","Sat Apr 12 18:09:34 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","update_space_successfully"
"","280","verify that get list successfully","Setel Regression Suite","Sat Apr 12 18:09:29 GMT 2025","failed","Sat Apr 12 18:09:30 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","get_list_successfully"
"","2617","verify that delete folder successfully","Setel Regression Suite","Sat Apr 12 18:09:27 GMT 2025","passed","Sat Apr 12 18:09:30 GMT 2025","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","delete_folder_successfully"
