"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Oct 23 18:01:33 GMT 2023","Mon Oct 23 18:01:33 GMT 2023","383","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","get_list_successfully","verify that get list successfully",""
"failed","Mon Oct 23 18:01:33 GMT 2023","Mon Oct 23 18:01:33 GMT 2023","380","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","delete_list_successfully","verify that delete list successfully",""
"passed","Mon Oct 23 18:01:36 GMT 2023","Mon Oct 23 18:01:38 GMT 2023","1709","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","update_space_successfully","verify that update space successfully",""
"passed","Mon Oct 23 18:01:33 GMT 2023","Mon Oct 23 18:01:35 GMT 2023","1647","Setel Regression Suite","Setel Admin test on chrome","api.tests.FolderTests","api.tests.FolderTests","get_folder_successfully","get folder successfully",""
"passed","Mon Oct 23 18:01:35 GMT 2023","Mon Oct 23 18:01:36 GMT 2023","1379","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","get_space_successfully","verify that get space successfully",""
"failed","Mon Oct 23 18:01:33 GMT 2023","Mon Oct 23 18:01:34 GMT 2023","392","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","update_list_successfully","verify that update list successfully",""
"passed","Mon Oct 23 18:01:30 GMT 2023","Mon Oct 23 18:01:33 GMT 2023","3233","Setel Regression Suite","Setel Admin test on chrome","api.tests.FolderTests","api.tests.FolderTests","delete_folder_successfully","verify that delete folder successfully",""
"failed","Mon Oct 23 18:01:30 GMT 2023","Mon Oct 23 18:01:33 GMT 2023","2631","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","create_list_successfully","verify that create list successfully",""
"passed","Mon Oct 23 18:01:30 GMT 2023","Mon Oct 23 18:01:34 GMT 2023","3813","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","create_space_successfully","verify that create space successfully",""
"passed","Mon Oct 23 18:01:34 GMT 2023","Mon Oct 23 18:01:35 GMT 2023","1008","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","delete_space_successfully","verify that delete space successfully",""
