"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","314","verify that update list successfully","Setel Regression Suite","Sat Feb 01 18:08:44 GMT 2025","failed","Sat Feb 01 18:08:45 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","update_list_successfully"
"","335","verify that delete list successfully","Setel Regression Suite","Sat Feb 01 18:08:44 GMT 2025","failed","Sat Feb 01 18:08:44 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","delete_list_successfully"
"","2449","verify that delete folder successfully","Setel Regression Suite","Sat Feb 01 18:08:42 GMT 2025","passed","Sat Feb 01 18:08:44 GMT 2025","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","delete_folder_successfully"
"","1537","verify that update space successfully","Setel Regression Suite","Sat Feb 01 18:08:47 GMT 2025","passed","Sat Feb 01 18:08:48 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","update_space_successfully"
"","1162","verify that get space successfully","Setel Regression Suite","Sat Feb 01 18:08:46 GMT 2025","passed","Sat Feb 01 18:08:47 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","get_space_successfully"
"","306","verify that get list successfully","Setel Regression Suite","Sat Feb 01 18:08:44 GMT 2025","failed","Sat Feb 01 18:08:44 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","get_list_successfully"
"","3089","verify that create space successfully","Setel Regression Suite","Sat Feb 01 18:08:42 GMT 2025","passed","Sat Feb 01 18:08:45 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","create_space_successfully"
"","1353","get folder successfully","Setel Regression Suite","Sat Feb 01 18:08:44 GMT 2025","passed","Sat Feb 01 18:08:46 GMT 2025","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","get_folder_successfully"
"","1919","verify that create list successfully","Setel Regression Suite","Sat Feb 01 18:08:42 GMT 2025","failed","Sat Feb 01 18:08:44 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","create_list_successfully"
"","874","verify that delete space successfully","Setel Regression Suite","Sat Feb 01 18:08:45 GMT 2025","passed","Sat Feb 01 18:08:46 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","delete_space_successfully"
