"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1142","verify that get space successfully","Setel Regression Suite","Tue Dec 03 18:09:42 GMT 2024","passed","Tue Dec 03 18:09:44 GMT 2024","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","get_space_successfully"
"","1703","verify that update space successfully","Setel Regression Suite","Tue Dec 03 18:09:44 GMT 2024","passed","Tue Dec 03 18:09:45 GMT 2024","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","update_space_successfully"
"","331","verify that update list successfully","Setel Regression Suite","Tue Dec 03 18:09:41 GMT 2024","failed","Tue Dec 03 18:09:42 GMT 2024","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","update_list_successfully"
"","2043","verify that create list successfully","Setel Regression Suite","Tue Dec 03 18:09:39 GMT 2024","failed","Tue Dec 03 18:09:41 GMT 2024","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","create_list_successfully"
"","2569","verify that delete folder successfully","Setel Regression Suite","Tue Dec 03 18:09:39 GMT 2024","passed","Tue Dec 03 18:09:41 GMT 2024","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","delete_folder_successfully"
"","1521","get folder successfully","Setel Regression Suite","Tue Dec 03 18:09:41 GMT 2024","passed","Tue Dec 03 18:09:43 GMT 2024","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","get_folder_successfully"
"","2973","verify that create space successfully","Setel Regression Suite","Tue Dec 03 18:09:39 GMT 2024","passed","Tue Dec 03 18:09:42 GMT 2024","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","create_space_successfully"
"","344","verify that delete list successfully","Setel Regression Suite","Tue Dec 03 18:09:41 GMT 2024","failed","Tue Dec 03 18:09:41 GMT 2024","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","delete_list_successfully"
"","832","verify that delete space successfully","Setel Regression Suite","Tue Dec 03 18:09:42 GMT 2024","passed","Tue Dec 03 18:09:42 GMT 2024","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","delete_space_successfully"
"","303","verify that get list successfully","Setel Regression Suite","Tue Dec 03 18:09:41 GMT 2024","failed","Tue Dec 03 18:09:41 GMT 2024","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","get_list_successfully"
