"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","311","verify that get list successfully","Setel Regression Suite","Sun Jan 05 18:08:33 GMT 2025","failed","Sun Jan 05 18:08:33 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","get_list_successfully"
"","1951","verify that create list successfully","Setel Regression Suite","Sun Jan 05 18:08:30 GMT 2025","failed","Sun Jan 05 18:08:32 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","create_list_successfully"
"","1407","verify that update space successfully","Setel Regression Suite","Sun Jan 05 18:08:35 GMT 2025","passed","Sun Jan 05 18:08:37 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","update_space_successfully"
"","312","verify that delete list successfully","Setel Regression Suite","Sun Jan 05 18:08:32 GMT 2025","failed","Sun Jan 05 18:08:33 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","delete_list_successfully"
"","1299","get folder successfully","Setel Regression Suite","Sun Jan 05 18:08:33 GMT 2025","passed","Sun Jan 05 18:08:34 GMT 2025","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","get_folder_successfully"
"","293","verify that update list successfully","Setel Regression Suite","Sun Jan 05 18:08:33 GMT 2025","failed","Sun Jan 05 18:08:33 GMT 2025","api.tests.ListTests","Setel Admin test on chrome","api.tests.ListTests","update_list_successfully"
"","3018","verify that create space successfully","Setel Regression Suite","Sun Jan 05 18:08:30 GMT 2025","passed","Sun Jan 05 18:08:33 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","create_space_successfully"
"","2495","verify that delete folder successfully","Setel Regression Suite","Sun Jan 05 18:08:30 GMT 2025","passed","Sun Jan 05 18:08:33 GMT 2025","api.tests.FolderTests","Setel Admin test on chrome","api.tests.FolderTests","delete_folder_successfully"
"","858","verify that delete space successfully","Setel Regression Suite","Sun Jan 05 18:08:33 GMT 2025","passed","Sun Jan 05 18:08:34 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","delete_space_successfully"
"","1219","verify that get space successfully","Setel Regression Suite","Sun Jan 05 18:08:34 GMT 2025","passed","Sun Jan 05 18:08:35 GMT 2025","api.tests.SpaceTests","Setel Admin test on chrome","api.tests.SpaceTests","get_space_successfully"
