"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Jul 24 18:08:09 GMT 2023","Mon Jul 24 18:08:12 GMT 2023","2744","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","create_list_successfully","verify that create list successfully",""
"passed","Mon Jul 24 18:08:13 GMT 2023","Mon Jul 24 18:08:14 GMT 2023","896","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","delete_space_successfully","verify that delete space successfully",""
"failed","Mon Jul 24 18:08:12 GMT 2023","Mon Jul 24 18:08:13 GMT 2023","359","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","get_list_successfully","verify that get list successfully",""
"passed","Mon Jul 24 18:08:14 GMT 2023","Mon Jul 24 18:08:15 GMT 2023","1393","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","get_space_successfully","verify that get space successfully",""
"passed","Mon Jul 24 18:08:15 GMT 2023","Mon Jul 24 18:08:17 GMT 2023","1723","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","update_space_successfully","verify that update space successfully",""
"failed","Mon Jul 24 18:08:13 GMT 2023","Mon Jul 24 18:08:13 GMT 2023","345","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","update_list_successfully","verify that update list successfully",""
"passed","Mon Jul 24 18:08:09 GMT 2023","Mon Jul 24 18:08:13 GMT 2023","3323","Setel Regression Suite","Setel Admin test on chrome","api.tests.FolderTests","api.tests.FolderTests","delete_folder_successfully","verify that delete folder successfully",""
"passed","Mon Jul 24 18:08:13 GMT 2023","Mon Jul 24 18:08:14 GMT 2023","1606","Setel Regression Suite","Setel Admin test on chrome","api.tests.FolderTests","api.tests.FolderTests","get_folder_successfully","get folder successfully",""
"passed","Mon Jul 24 18:08:09 GMT 2023","Mon Jul 24 18:08:13 GMT 2023","3891","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","create_space_successfully","verify that create space successfully",""
"failed","Mon Jul 24 18:08:12 GMT 2023","Mon Jul 24 18:08:12 GMT 2023","382","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","delete_list_successfully","verify that delete list successfully",""
