"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Mar 29 18:03:06 GMT 2024","Fri Mar 29 18:03:06 GMT 2024","423","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","update_list_successfully","verify that update list successfully",""
"failed","Fri Mar 29 18:03:02 GMT 2024","Fri Mar 29 18:03:04 GMT 2024","2025","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","create_list_successfully","verify that create list successfully",""
"passed","Fri Mar 29 18:03:05 GMT 2024","Fri Mar 29 18:03:07 GMT 2024","1976","Setel Regression Suite","Setel Admin test on chrome","api.tests.FolderTests","api.tests.FolderTests","get_folder_successfully","get folder successfully",""
"failed","Fri Mar 29 18:03:04 GMT 2024","Fri Mar 29 18:03:05 GMT 2024","404","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","delete_list_successfully","verify that delete list successfully",""
"failed","Fri Mar 29 18:03:05 GMT 2024","Fri Mar 29 18:03:06 GMT 2024","1213","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","get_list_successfully","verify that get list successfully",""
"passed","Fri Mar 29 18:03:06 GMT 2024","Fri Mar 29 18:03:07 GMT 2024","1040","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","delete_space_successfully","verify that delete space successfully",""
"passed","Fri Mar 29 18:03:02 GMT 2024","Fri Mar 29 18:03:05 GMT 2024","2635","Setel Regression Suite","Setel Admin test on chrome","api.tests.FolderTests","api.tests.FolderTests","delete_folder_successfully","verify that delete folder successfully",""
"passed","Fri Mar 29 18:03:07 GMT 2024","Fri Mar 29 18:03:10 GMT 2024","3586","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","get_space_successfully","verify that get space successfully",""
"passed","Fri Mar 29 18:03:02 GMT 2024","Fri Mar 29 18:03:06 GMT 2024","3384","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","create_space_successfully","verify that create space successfully",""
"passed","Fri Mar 29 18:03:10 GMT 2024","Fri Mar 29 18:03:12 GMT 2024","2044","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","update_space_successfully","verify that update space successfully",""
