"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 08 18:07:17 GMT 2023","Fri Dec 08 18:07:20 GMT 2023","2580","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","create_space_successfully","verify that create space successfully",""
"passed","Fri Dec 08 18:07:21 GMT 2023","Fri Dec 08 18:07:21 GMT 2023","640","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","update_space_successfully","verify that update space successfully",""
"failed","Fri Dec 08 18:07:19 GMT 2023","Fri Dec 08 18:07:20 GMT 2023","112","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","get_list_successfully","verify that get list successfully",""
"failed","Fri Dec 08 18:07:19 GMT 2023","Fri Dec 08 18:07:19 GMT 2023","121","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","delete_list_successfully","verify that delete list successfully",""
"passed","Fri Dec 08 18:07:20 GMT 2023","Fri Dec 08 18:07:21 GMT 2023","442","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","get_space_successfully","verify that get space successfully",""
"failed","Fri Dec 08 18:07:17 GMT 2023","Fri Dec 08 18:07:19 GMT 2023","1902","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","create_list_successfully","verify that create list successfully",""
"failed","Fri Dec 08 18:07:20 GMT 2023","Fri Dec 08 18:07:20 GMT 2023","112","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","update_list_successfully","verify that update list successfully",""
"passed","Fri Dec 08 18:07:17 GMT 2023","Fri Dec 08 18:07:20 GMT 2023","2150","Setel Regression Suite","Setel Admin test on chrome","api.tests.FolderTests","api.tests.FolderTests","delete_folder_successfully","verify that delete folder successfully",""
"passed","Fri Dec 08 18:07:20 GMT 2023","Fri Dec 08 18:07:20 GMT 2023","784","Setel Regression Suite","Setel Admin test on chrome","api.tests.FolderTests","api.tests.FolderTests","get_folder_successfully","get folder successfully",""
"passed","Fri Dec 08 18:07:20 GMT 2023","Fri Dec 08 18:07:20 GMT 2023","382","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","delete_space_successfully","verify that delete space successfully",""
